0, 0 15:22:47.7275
1, 12, 15:22:47.7650
2, 12, 15:22:47.7655
3, 12, 15:22:47.7655
4, 12, 15:22:47.7656
5, 12, 15:22:47.7656
6, 12, 15:22:47.7656
7, 13, 15:22:47.7656
8, 13, 15:22:47.7656
9, 13, 15:22:47.7657
10, 13, 15:22:47.7657
11, 13, 15:22:47.7657
12, 13, 15:22:47.7657
13, 13, 15:22:47.7657
14, 13, 15:22:47.7657
15, 12, 15:22:47.7658
16, 12, 15:22:47.7658
17, 12, 15:22:47.7658
18, 12, 15:22:47.7658
19, 13, 15:22:47.7658
20, 13, 15:22:47.7660
21, 14, 15:22:47.7775
22, 14, 15:22:47.7775
23, 14, 15:22:47.7776
24, 14, 15:22:47.7776
25, 14, 15:22:47.7776
26, 14, 15:22:47.7776
27, 14, 15:22:47.7776
28, 14, 15:22:47.7776
29, 14, 15:22:47.7776
30, 14, 15:22:47.7776
31, 15, 15:22:47.7853
32, 15, 15:22:47.7855
33, 15, 15:22:47.7855
34, 15, 15:22:47.7855
35, 15, 15:22:47.7855
36, 15, 15:22:47.7855
37, 15, 15:22:47.7855
38, 15, 15:22:47.7855
39, 15, 15:22:47.7855
40, 15, 15:22:47.7855
41, 16, 15:22:47.7928
42, 16, 15:22:47.7929
43, 16, 15:22:47.7929
44, 16, 15:22:47.7929
45, 16, 15:22:47.7929
46, 16, 15:22:47.7969
47, 16, 15:22:47.7969
48, 16, 15:22:47.7969
49, 16, 15:22:47.7969
50, 16, 15:22:47.7969
51, 17, 15:22:47.7969
52, 17, 15:22:47.7982
53, 17, 15:22:47.7982
54, 17, 15:22:47.7982
55, 17, 15:22:47.7982
56, 17, 15:22:47.7982
57, 17, 15:22:47.7982
58, 17, 15:22:47.7982
59, 17, 15:22:47.7982
60, 17, 15:22:47.7982
61, 18, 15:22:47.8067
62, 18, 15:22:47.8068
63, 18, 15:22:47.8069
64, 18, 15:22:47.8069
65, 18, 15:22:47.8069
66, 18, 15:22:47.8069
67, 18, 15:22:47.8069
68, 18, 15:22:47.8069
69, 18, 15:22:47.8069
70, 18, 15:22:47.8069
71, 19, 15:22:47.8150
72, 19, 15:22:47.8151
73, 19, 15:22:47.8151
74, 19, 15:22:47.8151
75, 19, 15:22:47.8151
76, 19, 15:22:47.8151
77, 19, 15:22:47.8151
78, 19, 15:22:47.8151
79, 19, 15:22:47.8151
80, 19, 15:22:47.8151
81, 20, 15:22:47.8243
82, 20, 15:22:47.8244
83, 20, 15:22:47.8244
84, 20, 15:22:47.8244
85, 20, 15:22:47.8244
86, 20, 15:22:47.8244
87, 20, 15:22:47.8244
88, 20, 15:22:47.8244
89, 20, 15:22:47.8244
90, 20, 15:22:47.8245
91, 21, 15:22:47.8330
92, 21, 15:22:47.8330
93, 21, 15:22:47.8330
94, 21, 15:22:47.8331
95, 21, 15:22:47.8331
96, 21, 15:22:47.8331
97, 21, 15:22:47.8331
98, 21, 15:22:47.8331
99, 21, 15:22:47.8331
100, 21, 15:22:47.8331
